[34m[1mwandb[0m: Detected [huggingface_hub.inference] in use.
[34m[1mwandb[0m: Use W&B Weave for improved LLM call tracing. Install Weave with `pip install weave` then add `import weave` to the top of your script.
[34m[1mwandb[0m: For more information, check out the docs at: https://weave-docs.wandb.ai/
                                                                                                                           
{'loss': 0.0057, 'grad_norm': 0.38850173354148865, 'learning_rate': 0.0, 'num_tokens': 68067.0, 'completions/mean_length': 456.0859375, 'completions/min_length': 100.0, 'completions/max_length': 512.0, 'augmentations/mean_length': 3.3671875, 'augmentations/min_length': 0.0, 'augmentations/max_length': 5.0, 'completions/clipped_ratio': 0.703125, 'completions/mean_terminated_length': 323.65789794921875, 'completions/min_terminated_length': 100.0, 'completions/max_terminated_length': 507.0, 'rewards/compute_reward/mean': 0.578125, 'rewards/compute_reward/std': 0.4957992732524872, 'reward': 0.578125, 'reward_std': 0.19568344950675964, 'frac_reward_zero_std': 0.5625, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'epoch': 0.0}
{'loss': -0.0122, 'grad_norm': 0.4626644551753998, 'learning_rate': 8.985662536114614e-06, 'num_tokens': 4159777.0, 'completions/mean_length': 448.5859375, 'completions/min_length': 123.0, 'completions/max_length': 512.0, 'augmentations/mean_length': 3.4921875, 'augmentations/min_length': 0.0, 'augmentations/max_length': 5.0, 'completions/clipped_ratio': 0.6796875, 'completions/mean_terminated_length': 314.0243835449219, 'completions/min_terminated_length': 123.0, 'completions/max_terminated_length': 507.0, 'rewards/compute_reward/mean': 0.6796875, 'rewards/compute_reward/std': 0.4684300124645233, 'reward': 0.6796875, 'reward_std': 0.2517249882221222, 'frac_reward_zero_std': 0.375, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'epoch': 0.29}
{'loss': 0.0048, 'grad_norm': 0.8146377205848694, 'learning_rate': 8.934931508303446e-06, 'num_tokens': 4226393.0, 'completions/mean_length': 442.75, 'completions/min_length': 139.0, 'completions/max_length': 512.0, 'augmentations/mean_length': 3.4921875, 'augmentations/min_length': 0.0, 'augmentations/max_length': 6.0, 'completions/clipped_ratio': 0.6640625, 'completions/mean_terminated_length': 305.8604736328125, 'completions/min_terminated_length': 139.0, 'completions/max_terminated_length': 508.0, 'rewards/compute_reward/mean': 0.6875, 'rewards/compute_reward/std': 0.4653336703777313, 'reward': 0.6875, 'reward_std': 0.20517179369926453, 'frac_reward_zero_std': 0.5, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'epoch': 0.3}
{'loss': 0.0223, 'grad_norm': 0.4378030300140381, 'learning_rate': 8.883113295834893e-06, 'num_tokens': 4297411.0, 'completions/mean_length': 464.390625, 'completions/min_length': 137.0, 'completions/max_length': 512.0, 'augmentations/mean_length': 3.3046875, 'augmentations/min_length': 0.0, 'augmentations/max_length': 5.0, 'completions/clipped_ratio': 0.765625, 'completions/mean_terminated_length': 308.8666687011719, 'completions/min_terminated_length': 137.0, 'completions/max_terminated_length': 512.0, 'rewards/compute_reward/mean': 0.6875, 'rewards/compute_reward/std': 0.4653336703777313, 'reward': 0.6875, 'reward_std': 0.19910329580307007, 'frac_reward_zero_std': 0.5625, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'epoch': 0.3}
{'loss': -0.007, 'grad_norm': 0.2953878343105316, 'learning_rate': 8.83022221559489e-06, 'num_tokens': 4364299.0, 'completions/mean_length': 442.4375, 'completions/min_length': 90.0, 'completions/max_length': 512.0, 'augmentations/mean_length': 3.3515625, 'augmentations/min_length': 1.0, 'augmentations/max_length': 6.0, 'completions/clipped_ratio': 0.65625, 'completions/mean_terminated_length': 309.6363830566406, 'completions/min_terminated_length': 90.0, 'completions/max_terminated_length': 495.0, 'rewards/compute_reward/mean': 0.625, 'rewards/compute_reward/std': 0.4860251843929291, 'reward': 0.625, 'reward_std': 0.20463499426841736, 'frac_reward_zero_std': 0.5625, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'epoch': 0.3}
{'loss': -0.0188, 'grad_norm': 0.5077758431434631, 'learning_rate': 8.776272880892675e-06, 'num_tokens': 4431541.0, 'completions/mean_length': 447.828125, 'completions/min_length': 154.0, 'completions/max_length': 512.0, 'augmentations/mean_length': 3.3515625, 'augmentations/min_length': 0.0, 'augmentations/max_length': 6.0, 'completions/clipped_ratio': 0.6328125, 'completions/mean_terminated_length': 337.2340393066406, 'completions/min_terminated_length': 154.0, 'completions/max_terminated_length': 479.0, 'rewards/compute_reward/mean': 0.4921875, 'rewards/compute_reward/std': 0.5019033551216125, 'reward': 0.4921875, 'reward_std': 0.20357418060302734, 'frac_reward_zero_std': 0.5625, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'epoch': 0.31}
{'loss': 0.0104, 'grad_norm': 0.42974939942359924, 'learning_rate': 8.721280197423259e-06, 'num_tokens': 4500781.0, 'completions/mean_length': 453.5, 'completions/min_length': 110.0, 'completions/max_length': 512.0, 'augmentations/mean_length': 3.125, 'augmentations/min_length': 0.0, 'augmentations/max_length': 5.0, 'completions/clipped_ratio': 0.671875, 'completions/mean_terminated_length': 333.71429443359375, 'completions/min_terminated_length': 110.0, 'completions/max_terminated_length': 477.0, 'rewards/compute_reward/mean': 0.5390625, 'rewards/compute_reward/std': 0.5004304051399231, 'reward': 0.5390625, 'reward_std': 0.1512519270181656, 'frac_reward_zero_std': 0.6875, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'epoch': 0.31}
{'loss': -0.0044, 'grad_norm': 0.2785875201225281, 'learning_rate': 8.665259359149132e-06, 'num_tokens': 4569557.0, 'completions/mean_length': 459.25, 'completions/min_length': 77.0, 'completions/max_length': 512.0, 'augmentations/mean_length': 3.421875, 'augmentations/min_length': 0.0, 'augmentations/max_length': 5.0, 'completions/clipped_ratio': 0.703125, 'completions/mean_terminated_length': 334.3157958984375, 'completions/min_terminated_length': 77.0, 'completions/max_terminated_length': 500.0, 'rewards/compute_reward/mean': 0.6484375, 'rewards/compute_reward/std': 0.4793342351913452, 'reward': 0.6484375, 'reward_std': 0.14966705441474915, 'frac_reward_zero_std': 0.625, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'epoch': 0.32}
{'loss': -0.0054, 'grad_norm': 0.6415900588035583, 'learning_rate': 8.608225844102312e-06, 'num_tokens': 4640187.0, 'completions/mean_length': 471.671875, 'completions/min_length': 159.0, 'completions/max_length': 512.0, 'augmentations/mean_length': 3.3671875, 'augmentations/min_length': 0.0, 'augmentations/max_length': 5.0, 'completions/clipped_ratio': 0.765625, 'completions/mean_terminated_length': 339.933349609375, 'completions/min_terminated_length': 159.0, 'completions/max_terminated_length': 493.0, 'rewards/compute_reward/mean': 0.6796875, 'rewards/compute_reward/std': 0.4684300124645233, 'reward': 0.6796875, 'reward_std': 0.31800350546836853, 'frac_reward_zero_std': 0.3125, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'epoch': 0.32}
{'loss': -0.0125, 'grad_norm': 0.3511500060558319, 'learning_rate': 8.550195410107903e-06, 'num_tokens': 4709552.0, 'completions/mean_length': 462.4765625, 'completions/min_length': 107.0, 'completions/max_length': 512.0, 'augmentations/mean_length': 3.3359375, 'augmentations/min_length': 0.0, 'augmentations/max_length': 5.0, 'completions/clipped_ratio': 0.765625, 'completions/mean_terminated_length': 300.70001220703125, 'completions/min_terminated_length': 107.0, 'completions/max_terminated_length': 507.0, 'rewards/compute_reward/mean': 0.734375, 'rewards/compute_reward/std': 0.44340085983276367, 'reward': 0.734375, 'reward_std': 0.15650184452533722, 'frac_reward_zero_std': 0.625, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'epoch': 0.33}
{'loss': -0.0235, 'grad_norm': 0.8426745533943176, 'learning_rate': 8.491184090430365e-06, 'num_tokens': 4778514.0, 'completions/mean_length': 457.328125, 'completions/min_length': 146.0, 'completions/max_length': 512.0, 'augmentations/mean_length': 3.4375, 'augmentations/min_length': 0.0, 'augmentations/max_length': 5.0, 'completions/clipped_ratio': 0.6640625, 'completions/mean_terminated_length': 349.25579833984375, 'completions/min_terminated_length': 146.0, 'completions/max_terminated_length': 512.0, 'rewards/compute_reward/mean': 0.515625, 'rewards/compute_reward/std': 0.5017194747924805, 'reward': 0.515625, 'reward_std': 0.250127375125885, 'frac_reward_zero_std': 0.4375, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'epoch': 0.33}
{'loss': -0.0345, 'grad_norm': 0.3460862934589386, 'learning_rate': 8.43120818934367e-06, 'num_tokens': 4848051.0, 'completions/mean_length': 457.1328125, 'completions/min_length': 110.0, 'completions/max_length': 512.0, 'augmentations/mean_length': 3.40625, 'augmentations/min_length': 0.0, 'augmentations/max_length': 5.0, 'completions/clipped_ratio': 0.6796875, 'completions/mean_terminated_length': 340.7073059082031, 'completions/min_terminated_length': 110.0, 'completions/max_terminated_length': 511.0, 'rewards/compute_reward/mean': 0.640625, 'rewards/compute_reward/std': 0.481702595949173, 'reward': 0.640625, 'reward_std': 0.21754318475723267, 'frac_reward_zero_std': 0.5, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'epoch': 0.34}
{'loss': 0.0011, 'grad_norm': 0.2605838477611542, 'learning_rate': 8.370284277626576e-06, 'num_tokens': 4916116.0, 'completions/mean_length': 448.9453125, 'completions/min_length': 168.0, 'completions/max_length': 512.0, 'augmentations/mean_length': 3.4609375, 'augmentations/min_length': 0.0, 'augmentations/max_length': 5.0, 'completions/clipped_ratio': 0.6484375, 'completions/mean_terminated_length': 332.6444396972656, 'completions/min_terminated_length': 168.0, 'completions/max_terminated_length': 504.0, 'rewards/compute_reward/mean': 0.625, 'rewards/compute_reward/std': 0.4860251843929291, 'reward': 0.625, 'reward_std': 0.13781970739364624, 'frac_reward_zero_std': 0.6875, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'epoch': 0.34}
{'loss': 0.0111, 'grad_norm': 0.7181106805801392, 'learning_rate': 8.308429187984298e-06, 'num_tokens': 4984144.0, 'completions/mean_length': 448.21875, 'completions/min_length': 130.0, 'completions/max_length': 512.0, 'augmentations/mean_length': 3.6328125, 'augmentations/min_length': 0.0, 'augmentations/max_length': 5.0, 'completions/clipped_ratio': 0.6015625, 'completions/mean_terminated_length': 351.92156982421875, 'completions/min_terminated_length': 130.0, 'completions/max_terminated_length': 506.0, 'rewards/compute_reward/mean': 0.59375, 'rewards/compute_reward/std': 0.4930621087551117, 'reward': 0.59375, 'reward_std': 0.17965975403785706, 'frac_reward_zero_std': 0.5625, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'epoch': 0.35}
{'loss': 0.0099, 'grad_norm': 0.8375301957130432, 'learning_rate': 8.24566001039776e-06, 'num_tokens': 5049670.0, 'completions/mean_length': 432.546875, 'completions/min_length': 125.0, 'completions/max_length': 512.0, 'augmentations/mean_length': 3.4375, 'augmentations/min_length': 0.0, 'augmentations/max_length': 5.0, 'completions/clipped_ratio': 0.6015625, 'completions/mean_terminated_length': 312.5882568359375, 'completions/min_terminated_length': 125.0, 'completions/max_terminated_length': 502.0, 'rewards/compute_reward/mean': 0.734375, 'rewards/compute_reward/std': 0.44340085983276367, 'reward': 0.734375, 'reward_std': 0.1922636181116104, 'frac_reward_zero_std': 0.5625, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'epoch': 0.35}
{'loss': -0.0226, 'grad_norm': 0.46605250239372253, 'learning_rate': 8.181994087401819e-06, 'num_tokens': 5122954.0, 'completions/mean_length': 474.65625, 'completions/min_length': 152.0, 'completions/max_length': 512.0, 'augmentations/mean_length': 3.375, 'augmentations/min_length': 0.0, 'augmentations/max_length': 5.0, 'completions/clipped_ratio': 0.7890625, 'completions/mean_terminated_length': 334.96295166015625, 'completions/min_terminated_length': 152.0, 'completions/max_terminated_length': 463.0, 'rewards/compute_reward/mean': 0.609375, 'rewards/compute_reward/std': 0.4898075461387634, 'reward': 0.609375, 'reward_std': 0.25726157426834106, 'frac_reward_zero_std': 0.375, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'epoch': 0.36}
{'loss': -0.0024, 'grad_norm': 0.3084324896335602, 'learning_rate': 8.117449009293668e-06, 'num_tokens': 5193792.0, 'completions/mean_length': 465.859375, 'completions/min_length': 100.0, 'completions/max_length': 512.0, 'augmentations/mean_length': 3.171875, 'augmentations/min_length': 0.0, 'augmentations/max_length': 5.0, 'completions/clipped_ratio': 0.703125, 'completions/mean_terminated_length': 356.5789489746094, 'completions/min_terminated_length': 100.0, 'completions/max_terminated_length': 501.0, 'rewards/compute_reward/mean': 0.578125, 'rewards/compute_reward/std': 0.4957992732524872, 'reward': 0.578125, 'reward_std': 0.20859163999557495, 'frac_reward_zero_std': 0.5, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'epoch': 0.36}
{'loss': -0.0536, 'grad_norm': 0.6800832152366638, 'learning_rate': 8.052042609272817e-06, 'num_tokens': 5262101.0, 'completions/mean_length': 452.9765625, 'completions/min_length': 85.0, 'completions/max_length': 512.0, 'augmentations/mean_length': 3.7734375, 'augmentations/min_length': 0.0, 'augmentations/max_length': 6.0, 'completions/clipped_ratio': 0.5859375, 'completions/mean_terminated_length': 369.4528503417969, 'completions/min_terminated_length': 85.0, 'completions/max_terminated_length': 512.0, 'rewards/compute_reward/mean': 0.703125, 'rewards/compute_reward/std': 0.45867621898651123, 'reward': 0.703125, 'reward_std': 0.29302337765693665, 'frac_reward_zero_std': 0.3125, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'epoch': 0.37}
{'loss': -0.0047, 'grad_norm': 0.3957899510860443, 'learning_rate': 7.985792958513932e-06, 'num_tokens': 5330539.0, 'completions/mean_length': 456.484375, 'completions/min_length': 178.0, 'completions/max_length': 512.0, 'augmentations/mean_length': 3.5390625, 'augmentations/min_length': 1.0, 'augmentations/max_length': 5.0, 'completions/clipped_ratio': 0.6640625, 'completions/mean_terminated_length': 346.7441711425781, 'completions/min_terminated_length': 178.0, 'completions/max_terminated_length': 507.0, 'rewards/compute_reward/mean': 0.6328125, 'rewards/compute_reward/std': 0.4839322865009308, 'reward': 0.6328125, 'reward_std': 0.2280302792787552, 'frac_reward_zero_std': 0.5, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'epoch': 0.37}
{'loss': -0.0189, 'grad_norm': 0.32893869280815125, 'learning_rate': 7.918718361173951e-06, 'num_tokens': 5401159.0, 'completions/mean_length': 472.03125, 'completions/min_length': 122.0, 'completions/max_length': 512.0, 'augmentations/mean_length': 3.7421875, 'augmentations/min_length': 0.0, 'augmentations/max_length': 5.0, 'completions/clipped_ratio': 0.7890625, 'completions/mean_terminated_length': 322.5185241699219, 'completions/min_terminated_length': 122.0, 'completions/max_terminated_length': 489.0, 'rewards/compute_reward/mean': 0.6484375, 'rewards/compute_reward/std': 0.4793342351913452, 'reward': 0.6484375, 'reward_std': 0.16651421785354614, 'frac_reward_zero_std': 0.625, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'epoch': 0.38}
{'loss': -0.0143, 'grad_norm': 0.35063380002975464, 'learning_rate': 7.85083734933481e-06, 'num_tokens': 5468749.0, 'completions/mean_length': 443.921875, 'completions/min_length': 63.0, 'completions/max_length': 512.0, 'augmentations/mean_length': 3.6015625, 'augmentations/min_length': 1.0, 'augmentations/max_length': 5.0, 'completions/clipped_ratio': 0.5703125, 'completions/mean_terminated_length': 353.5636291503906, 'completions/min_terminated_length': 63.0, 'completions/max_terminated_length': 511.0, 'rewards/compute_reward/mean': 0.7890625, 'rewards/compute_reward/std': 0.4095771610736847, 'reward': 0.7890625, 'reward_std': 0.2080499529838562, 'frac_reward_zero_std': 0.5625, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'epoch': 0.38}
{'loss': 0.0165, 'grad_norm': 0.49492380023002625, 'learning_rate': 7.782168677883206e-06, 'num_tokens': 5535600.0, 'completions/mean_length': 441.0234375, 'completions/min_length': 125.0, 'completions/max_length': 512.0, 'augmentations/mean_length': 3.2109375, 'augmentations/min_length': 0.0, 'augmentations/max_length': 6.0, 'completions/clipped_ratio': 0.625, 'completions/mean_terminated_length': 322.72918701171875, 'completions/min_terminated_length': 125.0, 'completions/max_terminated_length': 505.0, 'rewards/compute_reward/mean': 0.6171875, 'rewards/compute_reward/std': 0.4879830479621887, 'reward': 0.6171875, 'reward_std': 0.27222445607185364, 'frac_reward_zero_std': 0.375, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'epoch': 0.39}
{'loss': -0.0156, 'grad_norm': 0.5851184129714966, 'learning_rate': 7.712731319328798e-06, 'num_tokens': 5603293.0, 'completions/mean_length': 445.9140625, 'completions/min_length': 121.0, 'completions/max_length': 512.0, 'augmentations/mean_length': 3.5234375, 'augmentations/min_length': 0.0, 'augmentations/max_length': 6.0, 'completions/clipped_ratio': 0.6015625, 'completions/mean_terminated_length': 346.13726806640625, 'completions/min_terminated_length': 121.0, 'completions/max_terminated_length': 509.0, 'rewards/compute_reward/mean': 0.6484375, 'rewards/compute_reward/std': 0.4793342351913452, 'reward': 0.6484375, 'reward_std': 0.19567854702472687, 'frac_reward_zero_std': 0.5625, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'epoch': 0.39}
{'loss': 0.0078, 'grad_norm': 0.5843632817268372, 'learning_rate': 7.642544458562278e-06, 'num_tokens': 5669941.0, 'completions/mean_length': 438.625, 'completions/min_length': 101.0, 'completions/max_length': 512.0, 'augmentations/mean_length': 3.3828125, 'augmentations/min_length': 0.0, 'augmentations/max_length': 6.0, 'completions/clipped_ratio': 0.6171875, 'completions/mean_terminated_length': 320.3265380859375, 'completions/min_terminated_length': 101.0, 'completions/max_terminated_length': 509.0, 'rewards/compute_reward/mean': 0.75, 'rewards/compute_reward/std': 0.434714138507843, 'reward': 0.75, 'reward_std': 0.1712273359298706, 'frac_reward_zero_std': 0.625, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'epoch': 0.4}
{'loss': -0.0151, 'grad_norm': 0.6606482863426208, 'learning_rate': 7.571627487554769e-06, 'num_tokens': 5737980.0, 'completions/mean_length': 450.9296875, 'completions/min_length': 66.0, 'completions/max_length': 512.0, 'augmentations/mean_length': 3.4296875, 'augmentations/min_length': 1.0, 'augmentations/max_length': 5.0, 'completions/clipped_ratio': 0.6484375, 'completions/mean_terminated_length': 338.2889099121094, 'completions/min_terminated_length': 66.0, 'completions/max_terminated_length': 510.0, 'rewards/compute_reward/mean': 0.78125, 'rewards/compute_reward/std': 0.41502299904823303, 'reward': 0.78125, 'reward_std': 0.1767766922712326, 'frac_reward_zero_std': 0.5, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'epoch': 0.4}
{'loss': 0.0028, 'grad_norm': 0.5181043148040771, 'learning_rate': 7.500000000000001e-06, 'num_tokens': 5806832.0, 'completions/mean_length': 446.65625, 'completions/min_length': 84.0, 'completions/max_length': 512.0, 'augmentations/mean_length': 3.359375, 'augmentations/min_length': 0.0, 'augmentations/max_length': 5.0, 'completions/clipped_ratio': 0.6875, 'completions/mean_terminated_length': 302.8999938964844, 'completions/min_terminated_length': 84.0, 'completions/max_terminated_length': 496.0, 'rewards/compute_reward/mean': 0.46875, 'rewards/compute_reward/std': 0.5009832978248596, 'reward': 0.46875, 'reward_std': 0.20517179369926453, 'frac_reward_zero_std': 0.5, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'epoch': 0.4}
{'loss': -0.0364, 'grad_norm': 0.6489669680595398, 'learning_rate': 7.4276817859007615e-06, 'num_tokens': 5870251.0, 'completions/mean_length': 412.8359375, 'completions/min_length': 65.0, 'completions/max_length': 512.0, 'augmentations/mean_length': 3.171875, 'augmentations/min_length': 0.0, 'augmentations/max_length': 5.0, 'completions/clipped_ratio': 0.5625, 'completions/mean_terminated_length': 285.33929443359375, 'completions/min_terminated_length': 65.0, 'completions/max_terminated_length': 506.0, 'rewards/compute_reward/mean': 0.6640625, 'rewards/compute_reward/std': 0.47417303919792175, 'reward': 0.6640625, 'reward_std': 0.1649293303489685, 'frac_reward_zero_std': 0.5625, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'epoch': 0.41}
{'loss': -0.0031, 'grad_norm': 0.3916155993938446, 'learning_rate': 7.354692826101102e-06, 'num_tokens': 5938352.0, 'completions/mean_length': 448.0390625, 'completions/min_length': 101.0, 'completions/max_length': 512.0, 'augmentations/mean_length': 3.5, 'augmentations/min_length': 0.0, 'augmentations/max_length': 5.0, 'completions/clipped_ratio': 0.625, 'completions/mean_terminated_length': 341.4375, 'completions/min_terminated_length': 101.0, 'completions/max_terminated_length': 512.0, 'rewards/compute_reward/mean': 0.765625, 'rewards/compute_reward/std': 0.42527204751968384, 'reward': 0.765625, 'reward_std': 0.12125921994447708, 'frac_reward_zero_std': 0.75, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'epoch': 0.41}
{'loss': -0.0323, 'grad_norm': 0.31477686762809753, 'learning_rate': 7.281053286765816e-06, 'num_tokens': 6006400.0, 'completions/mean_length': 456.3125, 'completions/min_length': 95.0, 'completions/max_length': 512.0, 'augmentations/mean_length': 3.734375, 'augmentations/min_length': 1.0, 'augmentations/max_length': 5.0, 'completions/clipped_ratio': 0.703125, 'completions/mean_terminated_length': 324.4210510253906, 'completions/min_terminated_length': 95.0, 'completions/max_terminated_length': 489.0, 'rewards/compute_reward/mean': 0.7734375, 'rewards/compute_reward/std': 0.4202519655227661, 'reward': 0.7734375, 'reward_std': 0.15360604226589203, 'frac_reward_zero_std': 0.6875, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'epoch': 0.42}
{'loss': -0.0404, 'grad_norm': 0.41718122363090515, 'learning_rate': 7.206783513808721e-06, 'num_tokens': 6075977.0, 'completions/mean_length': 462.0703125, 'completions/min_length': 118.0, 'completions/max_length': 512.0, 'augmentations/mean_length': 3.515625, 'augmentations/min_length': 1.0, 'augmentations/max_length': 5.0, 'completions/clipped_ratio': 0.7578125, 'completions/mean_terminated_length': 305.8387145996094, 'completions/min_terminated_length': 118.0, 'completions/max_terminated_length': 507.0, 'rewards/compute_reward/mean': 0.7109375, 'rewards/compute_reward/std': 0.45510825514793396, 'reward': 0.7109375, 'reward_std': 0.2025182545185089, 'frac_reward_zero_std': 0.5625, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'epoch': 0.42}
{'loss': 0.0328, 'grad_norm': 1.2553105354309082, 'learning_rate': 7.1319040272712705e-06, 'num_tokens': 6141706.0, 'completions/mean_length': 436.8203125, 'completions/min_length': 101.0, 'completions/max_length': 512.0, 'augmentations/mean_length': 3.265625, 'augmentations/min_length': 0.0, 'augmentations/max_length': 5.0, 'completions/clipped_ratio': 0.6484375, 'completions/mean_terminated_length': 298.1555480957031, 'completions/min_terminated_length': 101.0, 'completions/max_terminated_length': 485.0, 'rewards/compute_reward/mean': 0.71875, 'rewards/compute_reward/std': 0.4513758420944214, 'reward': 0.71875, 'reward_std': 0.2987973093986511, 'frac_reward_zero_std': 0.3125, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'epoch': 0.43}
