[34m[1mwandb[0m: Detected [huggingface_hub.inference] in use.
[34m[1mwandb[0m: Use W&B Weave for improved LLM call tracing. Install Weave with `pip install weave` then add `import weave` to the top of your script.
[34m[1mwandb[0m: For more information, check out the docs at: https://weave-docs.wandb.ai/
                                                                                                                                           
{'loss': 5.8672, 'grad_norm': 2255.412353515625, 'learning_rate': 0.0, 'num_tokens': 667.0, 'mean_token_accuracy': 0.7657430768013, 'epoch': 0.0}
{'loss': 1.293, 'grad_norm': 5.811516761779785, 'learning_rate': 5.880162707855222e-06, 'num_tokens': 1393196.0, 'mean_token_accuracy': 0.90625, 'epoch': 1.0}
{'loss': 2.0859, 'grad_norm': 10.140766143798828, 'learning_rate': 5.8750539845987945e-06, 'num_tokens': 1393496.0, 'mean_token_accuracy': 0.8235294222831726, 'epoch': 1.0}
{'loss': 1.5078, 'grad_norm': 3.836348533630371, 'learning_rate': 5.869944318780834e-06, 'num_tokens': 1394527.0, 'mean_token_accuracy': 0.8998609185218811, 'epoch': 1.0}
{'loss': 1.1768, 'grad_norm': 3.6919496059417725, 'learning_rate': 5.8648337159052035e-06, 'num_tokens': 1395426.0, 'mean_token_accuracy': 0.9213894009590149, 'epoch': 1.0}
{'loss': 1.6055, 'grad_norm': 5.288707733154297, 'learning_rate': 5.85972218147677e-06, 'num_tokens': 1396236.0, 'mean_token_accuracy': 0.8684210777282715, 'epoch': 1.0}
{'loss': 1.2158, 'grad_norm': 4.517884731292725, 'learning_rate': 5.854609721001405e-06, 'num_tokens': 1397124.0, 'mean_token_accuracy': 0.9038112759590149, 'epoch': 1.0}
{'loss': 1.6357, 'grad_norm': 5.468693733215332, 'learning_rate': 5.849496339985982e-06, 'num_tokens': 1397892.0, 'mean_token_accuracy': 0.8510158061981201, 'epoch': 1.0}
{'loss': 1.0225, 'grad_norm': 4.961369037628174, 'learning_rate': 5.844382043938358e-06, 'num_tokens': 1398682.0, 'mean_token_accuracy': 0.9106382727622986, 'epoch': 1.0}
{'loss': 1.3555, 'grad_norm': 4.328762531280518, 'learning_rate': 5.839266838367382e-06, 'num_tokens': 1399514.0, 'mean_token_accuracy': 0.9082397222518921, 'epoch': 1.0}
{'loss': 1.3242, 'grad_norm': 4.1561126708984375, 'learning_rate': 5.834150728782884e-06, 'num_tokens': 1400505.0, 'mean_token_accuracy': 0.8823529481887817, 'epoch': 1.0}
{'loss': 1.4604, 'grad_norm': 4.934262275695801, 'learning_rate': 5.8290337206956605e-06, 'num_tokens': 1401378.0, 'mean_token_accuracy': 0.900390625, 'epoch': 1.01}
{'loss': 1.3047, 'grad_norm': 6.5273613929748535, 'learning_rate': 5.82391581961748e-06, 'num_tokens': 1402070.0, 'mean_token_accuracy': 0.9002624750137329, 'epoch': 1.01}
{'loss': 1.2627, 'grad_norm': 8.829782485961914, 'learning_rate': 5.818797031061079e-06, 'num_tokens': 1402994.0, 'mean_token_accuracy': 0.9003322124481201, 'epoch': 1.01}
{'loss': 1.8477, 'grad_norm': 4.383467197418213, 'learning_rate': 5.813677360540134e-06, 'num_tokens': 1404025.0, 'mean_token_accuracy': 0.8719135522842407, 'epoch': 1.01}
{'loss': 1.1724, 'grad_norm': 3.5496273040771484, 'learning_rate': 5.80855681356929e-06, 'num_tokens': 1404849.0, 'mean_token_accuracy': 0.9127134680747986, 'epoch': 1.01}
{'loss': 2.0898, 'grad_norm': 5.240725517272949, 'learning_rate': 5.803435395664123e-06, 'num_tokens': 1405929.0, 'mean_token_accuracy': 0.8584202527999878, 'epoch': 1.01}
{'loss': 1.3076, 'grad_norm': 3.894277811050415, 'learning_rate': 5.798313112341153e-06, 'num_tokens': 1406965.0, 'mean_token_accuracy': 0.9125528931617737, 'epoch': 1.01}
{'loss': 0.8481, 'grad_norm': 9.50185775756836, 'learning_rate': 5.7931899691178284e-06, 'num_tokens': 1407768.0, 'mean_token_accuracy': 0.9324618577957153, 'epoch': 1.01}
{'loss': 1.6797, 'grad_norm': 5.2707648277282715, 'learning_rate': 5.7880659715125295e-06, 'num_tokens': 1408588.0, 'mean_token_accuracy': 0.8842975497245789, 'epoch': 1.01}
{'loss': 0.9746, 'grad_norm': 3.1844263076782227, 'learning_rate': 5.782941125044552e-06, 'num_tokens': 1409598.0, 'mean_token_accuracy': 0.9274448156356812, 'epoch': 1.01}
{'loss': 1.002, 'grad_norm': 9.300013542175293, 'learning_rate': 5.7778154352341065e-06, 'num_tokens': 1410319.0, 'mean_token_accuracy': 0.925301194190979, 'epoch': 1.01}
{'loss': 1.7236, 'grad_norm': 7.661325931549072, 'learning_rate': 5.772688907602315e-06, 'num_tokens': 1410928.0, 'mean_token_accuracy': 0.8825136423110962, 'epoch': 1.01}
{'loss': 1.418, 'grad_norm': 7.473830223083496, 'learning_rate': 5.767561547671197e-06, 'num_tokens': 1411688.0, 'mean_token_accuracy': 0.9067245125770569, 'epoch': 1.01}
{'loss': 1.7207, 'grad_norm': 4.226743698120117, 'learning_rate': 5.762433360963675e-06, 'num_tokens': 1412690.0, 'mean_token_accuracy': 0.870312511920929, 'epoch': 1.01}
{'loss': 1.2666, 'grad_norm': 4.226895809173584, 'learning_rate': 5.757304353003557e-06, 'num_tokens': 1413479.0, 'mean_token_accuracy': 0.8983050584793091, 'epoch': 1.01}
{'loss': 1.877, 'grad_norm': 4.642899990081787, 'learning_rate': 5.7521745293155376e-06, 'num_tokens': 1414673.0, 'mean_token_accuracy': 0.8696202635765076, 'epoch': 1.01}
{'loss': 1.9824, 'grad_norm': 5.213217258453369, 'learning_rate': 5.7470438954251875e-06, 'num_tokens': 1415717.0, 'mean_token_accuracy': 0.8577912449836731, 'epoch': 1.01}
{'loss': 1.7061, 'grad_norm': 4.0090484619140625, 'learning_rate': 5.741912456858953e-06, 'num_tokens': 1416539.0, 'mean_token_accuracy': 0.8745020031929016, 'epoch': 1.02}
{'loss': 1.7246, 'grad_norm': 6.664237022399902, 'learning_rate': 5.736780219144148e-06, 'num_tokens': 1417378.0, 'mean_token_accuracy': 0.8770343661308289, 'epoch': 1.02}
{'loss': 1.832, 'grad_norm': 5.794222831726074, 'learning_rate': 5.731647187808944e-06, 'num_tokens': 1418171.0, 'mean_token_accuracy': 0.8747474551200867, 'epoch': 1.02}
{'loss': 1.2861, 'grad_norm': 6.48418664932251, 'learning_rate': 5.72651336838237e-06, 'num_tokens': 1419130.0, 'mean_token_accuracy': 0.9033898115158081, 'epoch': 1.02}
{'loss': 1.3721, 'grad_norm': 4.4374308586120605, 'learning_rate': 5.721378766394301e-06, 'num_tokens': 1419930.0, 'mean_token_accuracy': 0.8921348452568054, 'epoch': 1.02}
{'loss': 1.1309, 'grad_norm': 5.784318923950195, 'learning_rate': 5.716243387375459e-06, 'num_tokens': 1420595.0, 'mean_token_accuracy': 0.9273607730865479, 'epoch': 1.02}
{'loss': 1.7979, 'grad_norm': 5.106037139892578, 'learning_rate': 5.711107236857398e-06, 'num_tokens': 1421308.0, 'mean_token_accuracy': 0.8680555820465088, 'epoch': 1.02}
{'loss': 2.0244, 'grad_norm': 6.046011924743652, 'learning_rate': 5.705970320372508e-06, 'num_tokens': 1422075.0, 'mean_token_accuracy': 0.8571428656578064, 'epoch': 1.02}
{'loss': 1.2314, 'grad_norm': 5.199719429016113, 'learning_rate': 5.700832643454002e-06, 'num_tokens': 1422970.0, 'mean_token_accuracy': 0.8872950673103333, 'epoch': 1.02}
{'loss': 1.248, 'grad_norm': 5.484910488128662, 'learning_rate': 5.695694211635909e-06, 'num_tokens': 1423849.0, 'mean_token_accuracy': 0.9070706963539124, 'epoch': 1.02}
{'loss': 1.042, 'grad_norm': 4.523464202880859, 'learning_rate': 5.690555030453075e-06, 'num_tokens': 1424489.0, 'mean_token_accuracy': 0.8999999761581421, 'epoch': 1.02}
{'loss': 0.6475, 'grad_norm': 2.8270604610443115, 'learning_rate': 5.685415105441157e-06, 'num_tokens': 1425401.0, 'mean_token_accuracy': 0.9518072009086609, 'epoch': 1.02}
{'loss': 1.8984, 'grad_norm': 5.6603617668151855, 'learning_rate': 5.680274442136602e-06, 'num_tokens': 1426119.0, 'mean_token_accuracy': 0.8773148059844971, 'epoch': 1.02}
{'loss': 1.25, 'grad_norm': 7.140998363494873, 'learning_rate': 5.67513304607666e-06, 'num_tokens': 1427107.0, 'mean_token_accuracy': 0.8967136144638062, 'epoch': 1.02}
{'loss': 1.9082, 'grad_norm': 4.685293674468994, 'learning_rate': 5.669990922799371e-06, 'num_tokens': 1427881.0, 'mean_token_accuracy': 0.863070547580719, 'epoch': 1.02}
{'loss': 1.2314, 'grad_norm': 5.1525797843933105, 'learning_rate': 5.664848077843554e-06, 'num_tokens': 1428668.0, 'mean_token_accuracy': 0.8836734890937805, 'epoch': 1.02}
{'loss': 1.2676, 'grad_norm': 3.434075117111206, 'learning_rate': 5.659704516748809e-06, 'num_tokens': 1429478.0, 'mean_token_accuracy': 0.895348846912384, 'epoch': 1.02}
{'loss': 0.9434, 'grad_norm': 7.96865701675415, 'learning_rate': 5.654560245055507e-06, 'num_tokens': 1430386.0, 'mean_token_accuracy': 0.9316239356994629, 'epoch': 1.03}
{'loss': 1.0396, 'grad_norm': 5.1856303215026855, 'learning_rate': 5.649415268304783e-06, 'num_tokens': 1431199.0, 'mean_token_accuracy': 0.9358407258987427, 'epoch': 1.03}
{'loss': 1.0146, 'grad_norm': 4.075015544891357, 'learning_rate': 5.644269592038528e-06, 'num_tokens': 1431989.0, 'mean_token_accuracy': 0.9315352439880371, 'epoch': 1.03}
{'loss': 1.3027, 'grad_norm': 7.6404805183410645, 'learning_rate': 5.639123221799394e-06, 'num_tokens': 1432783.0, 'mean_token_accuracy': 0.9054325819015503, 'epoch': 1.03}
{'loss': 0.8398, 'grad_norm': 3.8694703578948975, 'learning_rate': 5.633976163130779e-06, 'num_tokens': 1433672.0, 'mean_token_accuracy': 0.9330855011940002, 'epoch': 1.03}
{'loss': 1.1104, 'grad_norm': 3.456070899963379, 'learning_rate': 5.628828421576815e-06, 'num_tokens': 1434559.0, 'mean_token_accuracy': 0.9376053810119629, 'epoch': 1.03}
{'loss': 1.1792, 'grad_norm': 4.509942531585693, 'learning_rate': 5.623680002682377e-06, 'num_tokens': 1435527.0, 'mean_token_accuracy': 0.920265793800354, 'epoch': 1.03}
{'loss': 1.1816, 'grad_norm': 5.883998870849609, 'learning_rate': 5.618530911993069e-06, 'num_tokens': 1436347.0, 'mean_token_accuracy': 0.9123222827911377, 'epoch': 1.03}
{'loss': 1.1191, 'grad_norm': 5.256195068359375, 'learning_rate': 5.613381155055215e-06, 'num_tokens': 1437217.0, 'mean_token_accuracy': 0.9254302382469177, 'epoch': 1.03}
{'loss': 1.4551, 'grad_norm': 4.986010551452637, 'learning_rate': 5.608230737415861e-06, 'num_tokens': 1438001.0, 'mean_token_accuracy': 0.8742268085479736, 'epoch': 1.03}
{'loss': 1.4038, 'grad_norm': 5.577375888824463, 'learning_rate': 5.603079664622763e-06, 'num_tokens': 1438981.0, 'mean_token_accuracy': 0.8899082541465759, 'epoch': 1.03}
{'loss': 1.0781, 'grad_norm': 5.0933685302734375, 'learning_rate': 5.597927942224378e-06, 'num_tokens': 1439662.0, 'mean_token_accuracy': 0.9122806787490845, 'epoch': 1.03}
{'loss': 1.7832, 'grad_norm': 7.226192951202393, 'learning_rate': 5.592775575769868e-06, 'num_tokens': 1440349.0, 'mean_token_accuracy': 0.8654822111129761, 'epoch': 1.03}
{'loss': 1.5664, 'grad_norm': 4.885847091674805, 'learning_rate': 5.5876225708090935e-06, 'num_tokens': 1441132.0, 'mean_token_accuracy': 0.8978723287582397, 'epoch': 1.03}
{'loss': 1.3955, 'grad_norm': 7.505669593811035, 'learning_rate': 5.5824689328925905e-06, 'num_tokens': 1442332.0, 'mean_token_accuracy': 0.8939580917358398, 'epoch': 1.03}
{'loss': 2.0859, 'grad_norm': 12.168925285339355, 'learning_rate': 5.577314667571585e-06, 'num_tokens': 1442942.0, 'mean_token_accuracy': 0.8233438730239868, 'epoch': 1.03}
{'loss': 0.894, 'grad_norm': 4.476707935333252, 'learning_rate': 5.5721597803979776e-06, 'num_tokens': 1443695.0, 'mean_token_accuracy': 0.940334141254425, 'epoch': 1.04}
{'loss': 1.1113, 'grad_norm': 5.122549057006836, 'learning_rate': 5.5670042769243375e-06, 'num_tokens': 1444494.0, 'mean_token_accuracy': 0.9113401770591736, 'epoch': 1.04}
{'loss': 1.0195, 'grad_norm': 4.090326309204102, 'learning_rate': 5.561848162703898e-06, 'num_tokens': 1445335.0, 'mean_token_accuracy': 0.9083502888679504, 'epoch': 1.04}
{'loss': 1.7598, 'grad_norm': 11.722801208496094, 'learning_rate': 5.556691443290553e-06, 'num_tokens': 1446180.0, 'mean_token_accuracy': 0.8783270120620728, 'epoch': 1.04}
{'loss': 1.0234, 'grad_norm': 4.064145088195801, 'learning_rate': 5.551534124238843e-06, 'num_tokens': 1446841.0, 'mean_token_accuracy': 0.9020618796348572, 'epoch': 1.04}
{'loss': 0.8833, 'grad_norm': 4.9340009689331055, 'learning_rate': 5.546376211103957e-06, 'num_tokens': 1447427.0, 'mean_token_accuracy': 0.9230769276618958, 'epoch': 1.04}
{'loss': 1.7842, 'grad_norm': 5.768494606018066, 'learning_rate': 5.541217709441729e-06, 'num_tokens': 1448359.0, 'mean_token_accuracy': 0.8371681571006775, 'epoch': 1.04}
{'loss': 2.0078, 'grad_norm': 7.757187843322754, 'learning_rate': 5.5360586248086175e-06, 'num_tokens': 1449022.0, 'mean_token_accuracy': 0.8774999976158142, 'epoch': 1.04}
{'loss': 1.5244, 'grad_norm': 3.4986817836761475, 'learning_rate': 5.530898962761715e-06, 'num_tokens': 1449922.0, 'mean_token_accuracy': 0.875, 'epoch': 1.04}
{'loss': 0.9648, 'grad_norm': 3.7710297107696533, 'learning_rate': 5.525738728858735e-06, 'num_tokens': 1450736.0, 'mean_token_accuracy': 0.9289940595626831, 'epoch': 1.04}
{'loss': 2.0986, 'grad_norm': 7.8363542556762695, 'learning_rate': 5.520577928658005e-06, 'num_tokens': 1451828.0, 'mean_token_accuracy': 0.8193103671073914, 'epoch': 1.04}
{'loss': 1.2207, 'grad_norm': 4.860080242156982, 'learning_rate': 5.5154165677184654e-06, 'num_tokens': 1452716.0, 'mean_token_accuracy': 0.9302788972854614, 'epoch': 1.04}
{'loss': 1.5225, 'grad_norm': 5.984706401824951, 'learning_rate': 5.510254651599659e-06, 'num_tokens': 1453723.0, 'mean_token_accuracy': 0.8890784978866577, 'epoch': 1.04}
{'loss': 1.5156, 'grad_norm': 8.97939682006836, 'learning_rate': 5.505092185861726e-06, 'num_tokens': 1454433.0, 'mean_token_accuracy': 0.8762376308441162, 'epoch': 1.04}
{'loss': 0.9883, 'grad_norm': 8.136884689331055, 'learning_rate': 5.499929176065404e-06, 'num_tokens': 1455102.0, 'mean_token_accuracy': 0.915068507194519, 'epoch': 1.04}
{'loss': 0.875, 'grad_norm': 4.645808696746826, 'learning_rate': 5.494765627772004e-06, 'num_tokens': 1455868.0, 'mean_token_accuracy': 0.9336384534835815, 'epoch': 1.04}
{'loss': 1.1646, 'grad_norm': 4.260831356048584, 'learning_rate': 5.48960154654343e-06, 'num_tokens': 1456727.0, 'mean_token_accuracy': 0.9045871496200562, 'epoch': 1.04}
{'loss': 2.123, 'grad_norm': 15.541696548461914, 'learning_rate': 5.484436937942158e-06, 'num_tokens': 1457423.0, 'mean_token_accuracy': 0.8784118890762329, 'epoch': 1.05}
{'loss': 1.0483, 'grad_norm': 4.224929332733154, 'learning_rate': 5.479271807531224e-06, 'num_tokens': 1458122.0, 'mean_token_accuracy': 0.9046455025672913, 'epoch': 1.05}
{'loss': 1.5029, 'grad_norm': 5.987219333648682, 'learning_rate': 5.474106160874232e-06, 'num_tokens': 1458822.0, 'mean_token_accuracy': 0.8711340427398682, 'epoch': 1.05}
{'loss': 1.6172, 'grad_norm': 7.429277420043945, 'learning_rate': 5.468940003535342e-06, 'num_tokens': 1459535.0, 'mean_token_accuracy': 0.8785714507102966, 'epoch': 1.05}
{'loss': 0.792, 'grad_norm': 4.596157073974609, 'learning_rate': 5.463773341079266e-06, 'num_tokens': 1460165.0, 'mean_token_accuracy': 0.9260203838348389, 'epoch': 1.05}
{'loss': 1.5801, 'grad_norm': 6.339235305786133, 'learning_rate': 5.458606179071254e-06, 'num_tokens': 1461006.0, 'mean_token_accuracy': 0.8831683397293091, 'epoch': 1.05}
{'loss': 1.4814, 'grad_norm': 6.224660396575928, 'learning_rate': 5.453438523077099e-06, 'num_tokens': 1461855.0, 'mean_token_accuracy': 0.875, 'epoch': 1.05}
{'loss': 1.5078, 'grad_norm': 7.465622425079346, 'learning_rate': 5.448270378663128e-06, 'num_tokens': 1462543.0, 'mean_token_accuracy': 0.9040403962135315, 'epoch': 1.05}
{'loss': 1.3018, 'grad_norm': 6.9520978927612305, 'learning_rate': 5.4431017513961824e-06, 'num_tokens': 1463232.0, 'mean_token_accuracy': 0.909333348274231, 'epoch': 1.05}
{'loss': 1.1753, 'grad_norm': 3.522615671157837, 'learning_rate': 5.437932646843641e-06, 'num_tokens': 1464118.0, 'mean_token_accuracy': 0.9047619104385376, 'epoch': 1.05}
{'loss': 1.4902, 'grad_norm': 3.1520702838897705, 'learning_rate': 5.432763070573384e-06, 'num_tokens': 1465074.0, 'mean_token_accuracy': 0.8600337505340576, 'epoch': 1.05}
{'loss': 1.2393, 'grad_norm': 4.155956745147705, 'learning_rate': 5.4275930281538034e-06, 'num_tokens': 1466130.0, 'mean_token_accuracy': 0.9139167666435242, 'epoch': 1.05}
{'loss': 1.2949, 'grad_norm': 8.537567138671875, 'learning_rate': 5.422422525153792e-06, 'num_tokens': 1466813.0, 'mean_token_accuracy': 0.9081364870071411, 'epoch': 1.05}
{'loss': 1.7461, 'grad_norm': 5.79645299911499, 'learning_rate': 5.417251567142744e-06, 'num_tokens': 1467714.0, 'mean_token_accuracy': 0.8826714754104614, 'epoch': 1.05}
{'loss': 1.2031, 'grad_norm': 4.716813564300537, 'learning_rate': 5.412080159690537e-06, 'num_tokens': 1468493.0, 'mean_token_accuracy': 0.9126637578010559, 'epoch': 1.05}
{'loss': 1.9277, 'grad_norm': 7.7453460693359375, 'learning_rate': 5.406908308367537e-06, 'num_tokens': 1469275.0, 'mean_token_accuracy': 0.8559837937355042, 'epoch': 1.05}
{'loss': 1.3047, 'grad_norm': 4.172100067138672, 'learning_rate': 5.401736018744586e-06, 'num_tokens': 1470159.0, 'mean_token_accuracy': 0.904411792755127, 'epoch': 1.05}
{'loss': 1.3252, 'grad_norm': 4.888017654418945, 'learning_rate': 5.396563296392998e-06, 'num_tokens': 1470867.0, 'mean_token_accuracy': 0.8939759135246277, 'epoch': 1.06}
{'loss': 1.9648, 'grad_norm': 10.16346263885498, 'learning_rate': 5.391390146884557e-06, 'num_tokens': 1471504.0, 'mean_token_accuracy': 0.8709677457809448, 'epoch': 1.06}
{'loss': 1.1738, 'grad_norm': 7.964807987213135, 'learning_rate': 5.3862165757915005e-06, 'num_tokens': 1472257.0, 'mean_token_accuracy': 0.9101382493972778, 'epoch': 1.06}
{'loss': 1.5742, 'grad_norm': 4.622778415679932, 'learning_rate': 5.381042588686525e-06, 'num_tokens': 1473141.0, 'mean_token_accuracy': 0.8927038908004761, 'epoch': 1.06}
{'loss': 1.6582, 'grad_norm': 3.9742634296417236, 'learning_rate': 5.375868191142773e-06, 'num_tokens': 1474260.0, 'mean_token_accuracy': 0.8829337358474731, 'epoch': 1.06}
{'loss': 1.6289, 'grad_norm': 7.708409309387207, 'learning_rate': 5.370693388733832e-06, 'num_tokens': 1475198.0, 'mean_token_accuracy': 0.872305154800415, 'epoch': 1.06}
{'loss': 1.7969, 'grad_norm': 4.677047252655029, 'learning_rate': 5.365518187033722e-06, 'num_tokens': 1476123.0, 'mean_token_accuracy': 0.8751974701881409, 'epoch': 1.06}
{'loss': 1.5137, 'grad_norm': 5.617387771606445, 'learning_rate': 5.3603425916168934e-06, 'num_tokens': 1476916.0, 'mean_token_accuracy': 0.8646464943885803, 'epoch': 1.06}
{'loss': 1.7461, 'grad_norm': 6.942963600158691, 'learning_rate': 5.355166608058224e-06, 'num_tokens': 1477554.0, 'mean_token_accuracy': 0.871999979019165, 'epoch': 1.06}
{'loss': 1.3467, 'grad_norm': 5.450658321380615, 'learning_rate': 5.349990241933009e-06, 'num_tokens': 1478462.0, 'mean_token_accuracy': 0.8864059448242188, 'epoch': 1.06}
{'loss': 1.7188, 'grad_norm': 4.845038414001465, 'learning_rate': 5.344813498816948e-06, 'num_tokens': 1479464.0, 'mean_token_accuracy': 0.882758617401123, 'epoch': 1.06}
{'loss': 2.1074, 'grad_norm': 4.980072021484375, 'learning_rate': 5.339636384286158e-06, 'num_tokens': 1480237.0, 'mean_token_accuracy': 0.8537634611129761, 'epoch': 1.06}
{'loss': 1.2676, 'grad_norm': 9.79450798034668, 'learning_rate': 5.33445890391715e-06, 'num_tokens': 1480957.0, 'mean_token_accuracy': 0.9032257795333862, 'epoch': 1.06}
{'loss': 1.9824, 'grad_norm': 8.678452491760254, 'learning_rate': 5.329281063286831e-06, 'num_tokens': 1481717.0, 'mean_token_accuracy': 0.8691796064376831, 'epoch': 1.06}
{'loss': 1.8535, 'grad_norm': 6.39331579208374, 'learning_rate': 5.324102867972491e-06, 'num_tokens': 1482451.0, 'mean_token_accuracy': 0.8691796064376831, 'epoch': 1.06}
{'loss': 1.2383, 'grad_norm': 6.481990337371826, 'learning_rate': 5.318924323551811e-06, 'num_tokens': 1483278.0, 'mean_token_accuracy': 0.9235537052154541, 'epoch': 1.06}
{'loss': 1.6113, 'grad_norm': 4.184629917144775, 'learning_rate': 5.31374543560284e-06, 'num_tokens': 1484390.0, 'mean_token_accuracy': 0.8938053250312805, 'epoch': 1.06}
{'loss': 1.415, 'grad_norm': 5.024227142333984, 'learning_rate': 5.308566209704001e-06, 'num_tokens': 1484998.0, 'mean_token_accuracy': 0.8808139562606812, 'epoch': 1.07}
{'loss': 1.498, 'grad_norm': 3.5828986167907715, 'learning_rate': 5.303386651434081e-06, 'num_tokens': 1485954.0, 'mean_token_accuracy': 0.8612099885940552, 'epoch': 1.07}
{'loss': 1.3438, 'grad_norm': 5.85167121887207, 'learning_rate': 5.298206766372223e-06, 'num_tokens': 1486932.0, 'mean_token_accuracy': 0.9071566462516785, 'epoch': 1.07}
{'loss': 1.4883, 'grad_norm': 3.5815725326538086, 'learning_rate': 5.293026560097926e-06, 'num_tokens': 1487874.0, 'mean_token_accuracy': 0.8787878751754761, 'epoch': 1.07}
{'loss': 1.1475, 'grad_norm': 6.69014310836792, 'learning_rate': 5.287846038191028e-06, 'num_tokens': 1488591.0, 'mean_token_accuracy': 0.9107981324195862, 'epoch': 1.07}
{'loss': 0.9834, 'grad_norm': 4.772929668426514, 'learning_rate': 5.282665206231715e-06, 'num_tokens': 1489294.0, 'mean_token_accuracy': 0.9079601764678955, 'epoch': 1.07}
{'loss': 1.9229, 'grad_norm': 9.980712890625, 'learning_rate': 5.2774840698005e-06, 'num_tokens': 1490063.0, 'mean_token_accuracy': 0.8436123132705688, 'epoch': 1.07}
{'loss': 1.4736, 'grad_norm': 3.043379068374634, 'learning_rate': 5.272302634478228e-06, 'num_tokens': 1491407.0, 'mean_token_accuracy': 0.8690205216407776, 'epoch': 1.07}
{'loss': 1.2939, 'grad_norm': 8.743059158325195, 'learning_rate': 5.267120905846067e-06, 'num_tokens': 1492229.0, 'mean_token_accuracy': 0.9048543572425842, 'epoch': 1.07}
{'eval_loss': 0.3084374964237213, 'eval_runtime': 4.9365, 'eval_samples_per_second': 10.129, 'eval_steps_per_second': 0.81, 'eval_num_tokens': 1492229.0, 'eval_mean_token_accuracy': 0.9030156284570694, 'epoch': 1.07}
{'loss': 1.1943, 'grad_norm': 7.83331823348999, 'learning_rate': 5.261938889485498e-06, 'num_tokens': 1492888.0, 'mean_token_accuracy': 0.9155313372612, 'epoch': 1.07}
{'loss': 1.123, 'grad_norm': 5.674948692321777, 'learning_rate': 5.25675659097831e-06, 'num_tokens': 1493458.0, 'mean_token_accuracy': 0.9462025165557861, 'epoch': 1.07}
{'loss': 1.8193, 'grad_norm': 5.131027698516846, 'learning_rate': 5.251574015906604e-06, 'num_tokens': 1494329.0, 'mean_token_accuracy': 0.8853754997253418, 'epoch': 1.07}
{'loss': 1.4316, 'grad_norm': 4.452976703643799, 'learning_rate': 5.246391169852771e-06, 'num_tokens': 1495331.0, 'mean_token_accuracy': 0.8748137354850769, 'epoch': 1.07}
{'loss': 1.4609, 'grad_norm': 5.314852237701416, 'learning_rate': 5.241208058399495e-06, 'num_tokens': 1496182.0, 'mean_token_accuracy': 0.8933054208755493, 'epoch': 1.07}
{'loss': 1.7578, 'grad_norm': 4.1132941246032715, 'learning_rate': 5.236024687129751e-06, 'num_tokens': 1497287.0, 'mean_token_accuracy': 0.8548387289047241, 'epoch': 1.07}
{'loss': 1.8008, 'grad_norm': 4.128300189971924, 'learning_rate': 5.230841061626789e-06, 'num_tokens': 1498349.0, 'mean_token_accuracy': 0.8613445162773132, 'epoch': 1.07}
{'loss': 0.9824, 'grad_norm': 5.714809894561768, 'learning_rate': 5.225657187474132e-06, 'num_tokens': 1499011.0, 'mean_token_accuracy': 0.9320651888847351, 'epoch': 1.07}
{'loss': 1.5928, 'grad_norm': 7.094600677490234, 'learning_rate': 5.220473070255576e-06, 'num_tokens': 1499858.0, 'mean_token_accuracy': 0.8986083269119263, 'epoch': 1.08}
{'loss': 1.4141, 'grad_norm': 5.664239883422852, 'learning_rate': 5.2152887155551756e-06, 'num_tokens': 1500502.0, 'mean_token_accuracy': 0.8898071646690369, 'epoch': 1.08}
{'loss': 1.314, 'grad_norm': 6.539624214172363, 'learning_rate': 5.2101041289572404e-06, 'num_tokens': 1501345.0, 'mean_token_accuracy': 0.8960000276565552, 'epoch': 1.08}
{'loss': 0.9229, 'grad_norm': 4.541406154632568, 'learning_rate': 5.204919316046331e-06, 'num_tokens': 1502172.0, 'mean_token_accuracy': 0.9229323267936707, 'epoch': 1.08}
{'loss': 1.4414, 'grad_norm': 8.13825511932373, 'learning_rate': 5.199734282407253e-06, 'num_tokens': 1502793.0, 'mean_token_accuracy': 0.9002695679664612, 'epoch': 1.08}
{'loss': 1.3652, 'grad_norm': 6.144580841064453, 'learning_rate': 5.1945490336250445e-06, 'num_tokens': 1503591.0, 'mean_token_accuracy': 0.8800856471061707, 'epoch': 1.08}
{'loss': 1.7705, 'grad_norm': 60.052852630615234, 'learning_rate': 5.189363575284985e-06, 'num_tokens': 1504236.0, 'mean_token_accuracy': 0.885869562625885, 'epoch': 1.08}
{'loss': 0.9619, 'grad_norm': 4.521707057952881, 'learning_rate': 5.18417791297257e-06, 'num_tokens': 1504890.0, 'mean_token_accuracy': 0.924580991268158, 'epoch': 1.08}
{'loss': 0.7109, 'grad_norm': 4.579829692840576, 'learning_rate': 5.178992052273519e-06, 'num_tokens': 1505487.0, 'mean_token_accuracy': 0.942176878452301, 'epoch': 1.08}
{'loss': 1.8271, 'grad_norm': 19.534259796142578, 'learning_rate': 5.173805998773764e-06, 'num_tokens': 1506283.0, 'mean_token_accuracy': 0.8666666746139526, 'epoch': 1.08}
{'loss': 2.1172, 'grad_norm': 5.9930596351623535, 'learning_rate': 5.16861975805945e-06, 'num_tokens': 1507110.0, 'mean_token_accuracy': 0.8398357033729553, 'epoch': 1.08}
{'loss': 1.2075, 'grad_norm': 4.810164451599121, 'learning_rate': 5.163433335716915e-06, 'num_tokens': 1507808.0, 'mean_token_accuracy': 0.8839505910873413, 'epoch': 1.08}
